covid.question.treatment.10.vaccine;existe uma vacina para o corona ?;Até o presente momento não. Vários laboratórios ao redor do mundo têm se empenhado para desenvolver, testar, produzir e distribuir a vacina, porém este processo demora. Não existem expectativas, em curto prazo (dias ou semanas), de que a vacina esteja liberada para uso pela população.
covid.question.treatment.11.vaccine_flu;a vacina da gripe é um tratamento eficaz contra o coronavírus?;Não. A vacina anual para a gripe não possui qualquer efeito protetor contra o coronavírus. Entretanto, esta vacina possui efeito contra os principais vírus causadores da gripe e deve ser utilizada pelos grupos recomendados.
covid.question.treatment.2.interferon;posso utilizar o interferon para o tratamento do covid?;Até o momento, não existe tratamento comprovadamente eficaz contra o coronavírus. Não existem evidências científicas suficientes que nos confirme que o interferon seja uma medicação eficaz. Esta medicação ainda está sendo testada e não deve fazer parte do tratamento de pessoas infectadas. Além disso, esta medicação possui muitos efeitos que podem ser perigosos para a saúde. Precisamos aguardar os resultados de novos estudos para avaliar se esta medicação será incorporada ao tratamento da doença.
covid.question.treatment.3.antiretrovirals;Os antirretrovirais são tratamentos eficazes contra o coronavírus?;Até o presente momento, não existe tratamento comprovadamente eficaz contra o coronavírus. Não existem evidências científicas suficientes que nos confirme que os antirretrovirais, que são medicações utilizadas no tratamento de pessoas infectadas pelo HIV, sejam eficazes contra o coronavírus. Estas medicações ainda estão sendo testadas e não devem fazer parte do tratamento de pessoas infectadas. Precisamos aguardar os resultados de novos estudos para avaliar se esta medicação será incorporada ao tratamento da doença.
covid.question.treatment.4.chloroquine;A cloroquina é um tratamento eficaz contra o coronavírus?;Até o presente momento, não existe tratamento comprovadamente eficaz contra o coronavírus. Não existem estudos que nos confirmem que a cloroquina ou a hidroxicloroquina sejam medicações eficazes neste contexto. Estas medicações ainda estão sendo testadas e não devem fazer parte do tratamento de pessoas infectadas. Tais medicações possuem muitos efeitos que podem ser prejudiciais à saúde, incluindo arritmias cardíacas e alterações visuais, que podem ser graves.  Precisamos aguardar os resultados de novos estudos para avaliar se esta medicação será incorporada ao tratamento da doença.
covid.question.treatment.5.vitaminD;vitamina D trata o covid?;Até o presente momento, não existe tratamento comprovadamente eficaz contra o coronavírus. Não existem evidências científicas suficientes que nos confirme que a vitamina D seja uma medicação eficaz neste contexto.
covid.question.treatment.6.garlic;o alho é um tratamento ao coronavírus?;O alho apresenta propriedades contra algumas bactérias, porém não existem quaisquer evidências científicas de que este alimento possa evitar a infecção pelo coronavírus.
covid.question.treatment.7.ibuprofen;ibuprofeno é um tratamento eficaz contra o coronavírus?;O ibuprofeno é um tipo de anti-inflamatório utilizado para alívio da febre e de dores. Houve uma recomendação inicial de não usar esse medicamento para tratar pessoas com doença causada pelo coronavírus, pelo risco de aumentar o risco de evolução para a forma grave da doença, mas ainda são necessários mais estudos para saber se ele é prejudicial. A recomendação do Ministério da Saúde é preferir uso de analgésicos comuns, como dipirona e paracetamol, mas se o anti-inflamatório for necessário, ele pode ser usado. Neste caso, usar a menor dose necessária para alívio dos sintomas.
covid.question.treatment.8.anti-inflammatory;anti-inflamatórios são um tratamento eficaz contra o coronavírus?;Houve uma recomendação inicial de não usar o anti-inflamatório ibuprofeno para tratar pessoas com doença causada pelo coronavírus, pelo risco de aumentar o risco de evolução para a forma grave da doença, mas ainda são necessários mais estudos para saber se ele é prejudicial. A recomendação do Ministério da Saúde é preferir uso de analgésicos comuns, como dipirona e paracetamol, mas se o anti-inflamatório for necessário, ele pode ser usado. Neste caso, usar a menor dose necessária para alívio dos sintomas.
covid.question.treatment.9.hypertension;devo trocar minha medicação de hipertensão?;A suspensão desses medicamentos pode levar a consequências sérias para a sua saúde. As evidências científicas a respeito da influência dos remédios de pressão alta na infecção por coronavírus são questionáveis, portanto, você não deve parar de usá-los por conta própria, a não ser por orientação médica.
covid.symptoms;quero saber se preciso ir ao serviço de urgência;A gente vai ajudar você a entender as orientações do Ministério da Saúde para o seu caso. A conversa pode ser usada, guardada, compartilhada e indicar casos suspeitos de COVID-19, para ações de saúde e pesquisa científica. Você aceita?
covid.thanks;ótimo;Estamos aqui para te ajudar sobre o COVID-19 sempre que precisar, 24 horas por dia.
covid.userterms - no;não aceito;Sem problemas #personal_info_context.name. Como podemos te ajudar? Você quer saber se está com Covid? Ou Quer saber mais sobre a doença?
covid.useterms - yes;aceito;#personal_info_context.name, você pode estar gripado, e até ter pego Covid, e mesmo assim não precisar de ir no posto de saúde ou serviço de urgência. Vai depender do que você estiver sentindo. Pergunta importante: você tem falta de ar, dificuldade para respirar ou respiração ofegante?
get_personal_info;Eu me chamo Cleiton;"Obrigado $name. Como podemos te ajudar? 
Você acha que está com COVID-19 e quer saber se precisa ir ao serviço de urgência? Ou quer saber mais sobre a doença?"
